State,Animal Name,Facts,Characteristics
Alabama,Jackrabbit,"{""Prey"": ""Grass, twigs, bark"", ""Name Of Young"": ""Leveret"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""They can run as fast as 45 mph."", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Long ears"", ""Other Name(s)"": ""hare"", ""Gestation Period"": ""41-47 days"", ""Litter Size"": ""one to six"", ""Habitat"": ""Desert, savanna, grassland"", ""Predators"": ""coyotes, red-tailed hawks, bobcats"", ""Diet"": ""Herbivore"", ""Type"": ""mammal"", ""Common Name"": ""Black-tailed jackrabbit"", ""Number Of Species"": ""6"", ""Location"": ""United States, Mexico"", ""Group"": ""solitary""}","{""Color"": ""BrownBlackWhite"", ""Skin Type"": ""Fur"", ""Top Speed"": ""45 mph"", ""Lifespan"": ""five to eight years"", ""Weight"": ""three to six pounds"", ""Length"": ""up to two feet"", ""Age of Sexual Maturity"": ""243 days"", ""Age of Weaning"": ""14 to 21 days""}"
Alabama,Kentucky Warbler,"{""Prey"": ""Insects, spiders, invertebrates, larvae"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Pair"", ""Fun Fact"": ""The Kentucky Warbler appears to wear bright yellow cat-eye glasses!"", ""Estimated Population Size"": ""2,600,000 mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Bright yellow spectacles"", ""Distinctive Feature"": ""Olive plumage on upper parts; bright yellow plumage underneath; black cap and neck on males; dark cap and neck, but not black, on females"", ""Temperament"": ""Territorial"", ""Wingspan"": ""7.9 to 8.7 inches"", ""Incubation Period"": ""12 to 13 days"", ""Age Of Fledgling"": ""8 to 10 days"", ""Habitat"": ""Deciduous forest with dense undergrowth"", ""Predators"": ""Snakes"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects"", ""Special Features"": ""Bright yellow spectacles; black cap on males; olive plumage on upper parts; bright yellow plumage below; long, pointed bill"", ""Number Of Species"": ""1"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground, usually near a bush or plant that provides cover"", ""Migratory"": ""1""}","{""Color"": ""YellowBlackOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""6.5 to 8 years"", ""Weight"": ""0.5 ounces"", ""Length"": ""5.1 to 5.25 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Alabama,King Snake,"{""Prey"": ""Other snakes, rodents, lizards, birds"", ""Group Behavior"": ""SolitarySolitary except during mating season"", ""Fun Fact"": ""King Snakes eat other types of snakes."", ""Diet"": ""Carnivore"", ""Average Litter Size"": ""3-29 eggs"", ""Lifestyle"": ""NocturnalDiurnal"", ""Common Name"": ""Kingsnake""}","{""Color"": ""BrownYellowRedBlackWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""10-15 years"", ""Length"": ""36-60 inches"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Ladyfish,"{""Prey"": ""Crabs, Smaller Fish, Squid, Insects"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""SolitaryGroupSchool"", ""Fun Fact"": ""Ladyfish are aggressive fighter when hooked, making them a favorite of anglers."", ""Other Name(s)"": ""Ten-pounder, Lady Fish"", ""Optimum pH Level"": ""Just about anything"", ""Average Spawn Size"": ""unknown"", ""Habitat"": ""Coastal waters"", ""Predators"": ""Larger Fish, Some Birds"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""School"", ""Favorite Food"": ""crustaceans"", ""Location"": ""Western North Atlantic, Gulf of Mexico"", ""Nesting Location"": ""Off-shore""}","{""Color"": ""BlueSilver"", ""Skin Type"": ""Scales"", ""Lifespan"": ""Up to 6 years"", ""Weight"": ""Up to 15 pounds, but normally 2-5 pounds"", ""Length"": ""Up to 3 feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Mealybug,"{""Name Of Young"": ""Nymphs or instars"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""They have a symbiotic relationship with ants."", ""Biggest Threat"": ""Poisonous plants"", ""Most Distinctive Feature"": ""Waxy, mealy appearance"", ""Gestation Period"": ""4-6 days"", ""Litter Size"": ""100-600 eggs depending on species"", ""Habitat"": ""Plants"", ""Diet"": ""Herbivore"", ""Type"": ""Insect"", ""Common Name"": ""Mealybugs"", ""Location"": ""Worldwide""}","{""Color"": ""YellowWhite"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""68 days or 7-10 weeks"", ""Length"": ""2mm (male); 4mm (female)"", ""Age of Sexual Maturity"": ""20-44 days depending on species""}"
Alabama,Milk Snake,"{""Prey"": ""Rodents, reptiles, snakes, and insects."", ""Litter Size"": ""6-24 eggs"", ""Diet"": ""Carnivore"", ""Type"": ""reptile"", ""Common Name"": ""milk snake""}","{""Color"": ""YellowRedBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""up to 22 years in captivity"", ""Length"": ""24-52 inches""}"
Alabama,Mockingbird,"{""Prey"": ""Insects, spiders, land crabs, snails, earthworms, other invertebrates, lizards, baby turtles"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Mockingbirds are incredible mimics that can learn hundreds of songs!"", ""Biggest Threat"": ""Cats"", ""Most Distinctive Feature"": ""Ability to sing many songs and mimic birds and other animals."", ""Distinctive Feature"": ""Long tail; long, pointy bill; long legs; usually gray with white and black accents; sometimes blue or brown"", ""Incubation Period"": ""12 to 14 days in Northern Mockingbirds; little is reported on other species"", ""Age Of Fledgling"": ""About 12 days in Northern Mockingbirds; little is reported on other species"", ""Habitat"": ""Mostly open areas, sparse forests, forest edges, parks, urban areas, suburban areas, pastures, grasslands, savannas, shrublands, desert edges"", ""Predators"": ""Cats, hawks, owls, snakes, crows, jays, squirrels, raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalSolitaryPair"", ""Favorite Food"": ""Besides insects, berries and other fruits"", ""Number Of Species"": ""14"", ""Location"": ""North America, South America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""Usually in trees""}","{""Color"": ""BrownGreyBlueBlackWhite"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Approximately 8 years in the wild"", ""Weight"": ""1.4 to 2.8 ounces"", ""Length"": ""8 to 11 inches"", ""Age of Sexual Maturity"": ""About 1 year"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
Alabama,Mourning Warbler,"{""Prey"": ""Insects and insect larvae, spiders, other invertebrates"", ""Main Prey"": ""Insects and larvae"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Mainly solitaryPair"", ""Fun Fact"": ""The Mourning Warbler was named for its gray head, which resembles a mourning veil!"", ""Estimated Population Size"": ""14 million mature individuals"", ""Biggest Threat"": ""Nest predators"", ""Most Distinctive Feature"": ""Gray head that resembles a mourning veil with black crescent at the base"", ""Distinctive Feature"": ""Black eye line from top of bill to eyes; narrow, pointy, pink bill with black on top; olive feathers on upper parts; yellow feathers on underparts; pink legs and feet; three toes facing forward and one facing back"", ""Temperament"": ""Moderately territorial"", ""Wingspan"": ""7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Independence"": ""About 36 days"", ""Age Of Fledgling"": ""7 to 9 days"", ""Habitat"": ""Sparsely wooded areas, including disturbed or burned forests, with dense undergrowth; shrublands or overgrown grasslands with thickets and dense, low vegetation"", ""Predators"": ""Mainly nest predators such as squirrels, chipmunks and raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects and insect larvae, spiders, other invertebrates, some fruits"", ""Common Name"": ""Mourning Warbler"", ""Location"": ""Canada, United States, Mexico, Central America, far northwestern South America including parts of Ecuador, Colombia, and Venezuela"", ""Average Clutch Size"": ""4"", ""Group"": ""Flock"", ""Nesting Location"": ""On or very near the ground"", ""Migratory"": ""1""}","{""Color"": ""GreyYellowBlackDull Olive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Oldest recorded individual was 7.9 years old."", ""Weight"": ""Average 0.45 ounces"", ""Length"": ""Average about 5.2 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Alabama,Needlefish,"{""Prey"": ""crustaceans, small fish, frogs, insects"", ""Group Behavior"": ""School"", ""Fun Fact"": ""no stomach to digest food"", ""Estimated Population Size"": ""unknown"", ""Biggest Threat"": ""fishing"", ""Most Distinctive Feature"": ""long serrated beak"", ""Other Name(s)"": ""long toms"", ""Gestation Period"": ""10-15 days"", ""Optimum pH Level"": ""6-8"", ""Habitat"": ""bays, inlets, rivers"", ""Predators"": ""tuna, dolphins, humans"", ""Diet"": ""Carnivore"", ""Type"": ""belonidae"", ""Common Name"": ""needlefish, garfish"", ""Number Of Species"": ""60""}","{""Color"": ""BlueWhiteGreenSilver"", ""Skin Type"": ""Scales"", ""Top Speed"": ""38 mph"", ""Lifespan"": ""unknown"", ""Weight"": ""up to 5 lbs."", ""Length"": ""2 inches to 4 feet""}"
Alabama,Nematode,"{""Fun Fact"": ""Nematodes range in size from 1/10 of an inch to 28 feet long"", ""Estimated Population Size"": ""4.4 \u00d7 10 to the 20th power (100 million million million)"", ""Most Distinctive Feature"": ""tubelike appearance"", ""Habitat"": ""soil, water, plants, animals worldwide"", ""Diet"": ""Omnivore"", ""Common Name"": ""roundworm"", ""Special Features"": ""survives in low oxygen habitats"", ""Number Of Species"": ""20000"", ""Location"": ""worldwide""}","{""Color"": ""BrownYellowRedWhiteGreen"", ""Lifespan"": ""3 days to 15 years"", ""Length"": ""1/10 of an inch to 28 feet""}"
Alabama,Orb Weaver,"{""Prey"": ""mosquitoes, gnats, flies, aphids, moths, grasshoppers"", ""Fun Fact"": ""Females are about four times the size of males"", ""Biggest Threat"": ""birds"", ""Most Distinctive Feature"": ""Skull-like head"", ""Other Name(s)"": ""Orb spider, garden spider"", ""Gestation Period"": ""3-6 months"", ""Habitat"": ""gardens, hedges, trees"", ""Predators"": ""birds, reptiles, insects"", ""Diet"": ""Carnivore"", ""Type"": ""arachnid"", ""Common Name"": ""Orb weaver"", ""Location"": ""Worldwide""}","{""Color"": ""BrownYellowBlackWhiteGolden"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""12 months"", ""Length"": ""0.25-0.375 inch (male); 1-1.5 inches (female)"", ""Age of Sexual Maturity"": ""6-9 months""}"
Alabama,Owl,"{""Prey"": ""Insects, rodents, rabbits, hares, and fish"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""GroupFamily units"", ""Fun Fact"": ""The owl can rotate its head some 270 degrees"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""The massive front-facing eyes"", ""Other Name(s)"": ""Hooters"", ""Gestation Period"": ""1-2 months"", ""Litter Size"": ""Up to 12 eggs"", ""Habitat"": ""Grasslands, forests, swamps, and others"", ""Predators"": ""Birds of prey, cats, and humans"", ""Diet"": ""Carnivore"", ""Type"": ""Bird"", ""Common Name"": ""Owl"", ""Location"": ""Worldwide""}","{""Color"": ""BrownGreyBlackWhite"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""40 mph"", ""Lifespan"": ""Up to 25 years"", ""Weight"": ""Up to 4kg (9lbs)"", ""Height"": ""13-71cm (5-28in)"", ""Length"": ""25-182cm (10-72in)"", ""Age of Sexual Maturity"": ""1-2 years""}"
Alabama,Pine Snake,"{""Prey"": ""Rodents, birds, eggs"", ""Name Of Young"": ""Hatchlings, snakelets"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Pine snakes bluff with the best, trying to scare you away."", ""Average Litter Size"": ""12 to 24"", ""Lifestyle"": ""DiurnalCrepuscular"", ""Common Name"": ""Pine snake""}","{""Color"": ""BrownBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""15 to 20 years"", ""Length"": ""4 to 6 feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Polyphemus Moth,"{""Name Of Young"": ""Larvae, caterpillars"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""The Polyphemus moth doesn\u2019t and can't eat, except when it's a caterpillar!"", ""Estimated Population Size"": ""Unknown but possibly millions"", ""Biggest Threat"": ""Habitat disturbance, artificial light, predation by squirrels, climate change"", ""Most Distinctive Feature"": ""The eyespots on their hindwings"", ""Gestation Period"": ""10 days"", ""Litter Size"": ""1-5 eggs"", ""Habitat"": ""Cities, yards, farms, riversides, orchards, bogs, marshes, swamps, forests dominated by hardwoods such as oak, maple and birch"", ""Predators"": ""Squirrels, raccoons, mice, woodpeckers, other insects including wasps and ants"", ""Diet"": ""Omnivore"", ""Type"": ""Moth"", ""Common Name"": ""Polyphemus moth"", ""Number Of Species"": ""1"", ""Location"": ""Most of the United States, Canada and Mexico""}","{""Color"": ""BrownPurpleBlack-BrownLight-Brown"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""Less than a week as an adult, three months overall"", ""Length"": ""4-6 inches"", ""Age of Sexual Maturity"": ""Same day of emerging from cocoons""}"
Alabama,Pompano Fish,"{""Prey"": ""Small fish, crustaceans, mollusks, worms"", ""Main Prey"": ""Crustaceans"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""SolitarySchoolSolitary/School"", ""Fun Fact"": ""They use their toothlike structures to crush the shells of crustaceans!"", ""Biggest Threat"": ""Sharks"", ""Most Distinctive Feature"": ""Rounded faces"", ""Predators"": ""Sharks, birds, larger fish like flounder and striped bass"", ""Lifestyle"": ""DiurnalCrepuscular"", ""Common Name"": ""Pompano"", ""Number Of Species"": ""21"", ""Slogan"": ""They are bottom-feeders""}","{""Color"": ""Silver"", ""Skin Type"": ""Scales"", ""Length"": ""Less than 1.4 feet to four feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Quahog Clam,"{""Main Prey"": ""Phytoplankton"", ""Name Of Young"": ""Veliger"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Quahog clams can \""walk\"" on a muscular \""foot\""!"", ""Biggest Threat"": ""Fish, crabs, lobster"", ""Most Distinctive Feature"": ""Hinged shell"", ""Other Name(s)"": ""Hard clam, northern quahog, hard-shell clam, round clam, chowder clam"", ""Predators"": ""Fish, crabs, lobster, infauna, birds, humans"", ""Common Name"": ""Hard clam"", ""Number Of Species"": ""1"", ""Slogan"": ""Their hinged shell protects their soft body""}","{""Color"": ""GreyWhite"", ""Skin Type"": ""Shell"", ""Age of Sexual Maturity"": ""1-2 years (depends on shell size)"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Queen Snake,"{""Prey"": ""Freshly moulted crayfish"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Queen snakes have armor-like scales on the top of their head"", ""Gestation Period"": ""2-3 months"", ""Litter Size"": ""12-24 live babies"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""DiurnalCrepuscular""}","{""Color"": ""BrownGreyYellowWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""5-10 years in the wild, up to 20 in captivity"", ""Length"": ""Up to 24\u201d"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Rat Snakes,"{""Prey"": ""Rats, mice, birds, bird eggs, lizards"", ""Main Prey"": ""Rats and mice"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Rat snakes are constrictors from the Colubridae family of snakes."", ""Biggest Threat"": ""Vehicles on roads, human encroachment"", ""Other Name(s)"": ""Corn snake, rat snake, bush snake,"", ""Gestation Period"": ""2-3 months"", ""Temperament"": ""Generally mellow, but some species are more aggressive."", ""Litter Size"": ""Anywhere from 3-20 eggs"", ""Habitat"": ""Dense rainforest jungles to arid deserts."", ""Diet for this Fish"": ""Carnivore"", ""Lifestyle"": ""Diurnalor Nocturnal Depending on Region and Season"", ""Number Of Species"": ""50"", ""Average Clutch Size"": ""12"", ""Nesting Location"": ""Hollow logs, leaf litter""}",{}
Alabama,Red-Bellied Woodpecker,"{""Prey"": ""Bugs"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Red-Bellied Woodpeckers will often steal the nests of other birds."", ""Estimated Population Size"": ""16 million"", ""Biggest Threat"": ""Predation"", ""Most Distinctive Feature"": ""Bright red cap"", ""Wingspan"": ""15-18 inches"", ""Incubation Period"": ""12-14 days"", ""Age Of Independence"": ""10 weeks"", ""Age Of Fledgling"": ""22-27 days"", ""Average Spawn Size"": ""2-6 eggs"", ""Diet"": ""Omnivore"", ""Location"": ""Eastern United States"", ""Nesting Location"": ""Excavated cavities in dead trees""}","{""Color"": ""GreyRedBlackWhiteTan"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""12.1 years in the wild"", ""Weight"": ""56-91 grams"", ""Length"": ""9-10.51 inches"", ""Age of Sexual Maturity"": ""One year"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Alabama,Red-Shouldered Hawk,"{""Prey"": ""Small mammals"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Red-Shouldered Hawks reuse the same nesting area each year."", ""Estimated Population Size"": ""1.9 million"", ""Biggest Threat"": ""Deforestation"", ""Most Distinctive Feature"": ""\""red shoulders\"""", ""Wingspan"": ""35-50 inches"", ""Incubation Period"": ""28-33 days"", ""Age Of Independence"": ""17 to 19 weeks old"", ""Age Of Fledgling"": ""6 weeks"", ""Habitat"": ""Wet forests"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""DiurnalCrepuscularPair"", ""Location"": ""Eastern United States"", ""Average Clutch Size"": ""-2"", ""Nesting Location"": ""Trees near water"", ""Age of Molting"": ""13-19 days""}","{""Color"": ""BrownRedBlackWhiteTan"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""34 mph"", ""Lifespan"": ""Up to 20 years"", ""Weight"": ""1-2 lb"", ""Length"": ""15-24 inches"", ""Age of Sexual Maturity"": ""1-2 years"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
